year,tic,at,revt,xlr,xpr,sic
2017,HE1,5630.613,2257.566,0,50.195,4911
2018,HE1,5967.503,2546.525,0,91.723,4911
2019,HE1,6388.682,2545.942,0,99.488,4911
2020,HE1,6457.373,2265.32,0,94.291,4911
2021,HE1,6491.625,2539.636,0,79.791,4911
2017,HE,12534.16,2555.625,0,56.783,4911
2018,HE,13104.051,2860.849,0,100.278,4911
2019,HE,13745.251,2874.601,0,104.993,4911
2020,HE,15004.007,2579.775,0,102.383,4911
2021,HE,15822.637,2850.379,0,85.77800000000001,4911
2017,HWKN,390.991,504.169,0,3.701,5160
2018,HWKN,385.599,556.326,0,4.188,5160
2019,HWKN,389.328,540.198,0,3.661,5160
2020,HWKN,472.55,596.871,0,4.638,5160
2021,HWKN,567.328,774.5410000000001,0,5.234,5160
2017,HCSG,676.003,1866.131,0,.503,7340
2018,HCSG,692.603,2008.821,0,.547,7340
2019,HCSG,722.592,1840.778,0,.539,7340
2020,HCSG,785.0309999999999,1760.303,0,.512,7340
2021,HCSG,777.529,1641.959,0,.531,7340
2017,WELL,27944.445,4327.846,0,0,6798
2017,WELL,27944.445,4233.516,0,0,6798
2018,WELL,30342.072,4712.42,0,0,6798
2018,WELL,30342.072,4699.858,0,0,6798
2019,WELL,33380.751,5163.74,0,2.975,6798
2019,WELL,33380.751,5140.977,0,0,6798
2020,WELL,32483.642,4612.39,0,0,6798
2020,WELL,32483.642,4597.884,0,3.323,6798
2021,WELL,34910.325,4768.8,0,0,6798
2021,WELL,34910.325,4719.182,0,3.477,6798
2017,STRL,463.298,957.958,0,14.886,1600
2018,STRL,482.573,1037.667,0,14.047,1600
2019,STRL,961.9400000000001,1126.278,0,13.982,1600
2020,STRL,952.694,1427.412,0,15.227,1600
2021,STRL,1230.996,1581.766,0,19.445,1600
2017,HL,2364.957,577.775,0,11.702,1040
2018,HL,2703.944,567.1369999999999,0,11.472,1040
2019,HL,2637.308,673.266,0,13.261,1040
2020,HL,2667.724,691.873,0,12.842,1040
2021,HL,2728.808,807.473,0,11.064,1040
2017,HEI,2512.431,1524.813,0,7.719,3724
2018,HEI,2653.396,1777.721,0,7.828,3724
2019,HEI,2969.211,2055.647,0,9.5,3724
2020,HEI,3547.711,1787.009,0,9.6,3724
2021,HEI,3498.407,1865.682,0,10.1,3724
2017,KHC,120232,26232,0,-72,2030
2018,KHC,103461,26268,0,79,2030
2019,KHC,101450,24977,0,-40,2030
2020,KHC,99830,26185,0,-58,2030
2021,KHC,93394,26042,0,-40,2030
2017,HELE,1621.32,1489.747,0,3.9,3634
2018,HELE,1649.535,1564.151,0,4,3634
2019,HELE,1903.883,1707.432,0,4.3,3634
2020,HELE,2263.488,2098.799,0,5,3634
2021,HELE,2823.451,2223.355,0,5.6,3634
2017,HP,6439.988,1804.741,0,20.054,1381
2018,HP,6214.867,2494.168,0,27.961,1381
2019,HP,5839.515,2787.33,0,32.548,1381
2020,HP,4829.621,1773.927,0,28.333,1381
2021,HP,5034.128,1218.568,0,19.375,1381
2017,HMENF,49.07,6.715,0,0,1311
2018,HMENF,59.197,15.31,0,0,1311
2019,HMENF,61.52,24.244,0,0,1311
2020,HMENF,52.479,21.995,0,0,1311
2021,HMENF,67.119,30.297,0,0,1311
2017,HSY,5553.726,7515.426,0,95.995,2060
2018,HSY,7703.02,7791.069,0,82.098,2060
2019,HSY,8140.395,7986.252,0,80.68000000000001,2060
2020,HSY,9131.844999999999,8149.719,0,80.797,2060
2021,HSY,10412.231,8971.337,0,79.97199999999999,2060
2017,HTZ,20058,8803,0,32,7510
2018,HTZ,21382,9504,0,30,7510
2019,HTZ,24627,9779,0,48,7510
2020,HTZ,16908,5258,0,26,7510
2021,HTZ,19783,7336,0,28,7510
2017,HPQ,32913,52056,0,45,3570
2018,HPQ,34622,58472,0,-25,3570
2019,HPQ,33467,58756,0,129,3570
2020,HPQ,34681,56639,0,181,3570
2021,HPQ,38610,63487,0,25,3570
2017,HXL,2780.9,1973.3,0,21.4,2821
2018,HXL,2824.1,2189.1,0,20.9,2821
2019,HXL,3128.6,2355.7,0,23.3,2821
2020,HXL,2917.8,1502.4,0,10.7,2821
2021,HXL,2819.4,1324.7,0,17.8,2821
2017,CRAWA,25.962,23.817,0,.039,3564
2018,CRAWA,50.607,66.378,0,.184,3564
2019,CRAWA,62.488,89.699,0,.315,3564
2020,CRAWA,74.493,85.06999999999999,0,.097,3564
2021,CRAWA,90.96299999999999,104.162,0,.087,3564
2017,HRC,4528.7,2743.7,0,34.3,2590
2018,HRC,4360,2848,0,33.1,2590
2019,HRC,4919,2912.6,0,33.7,2590
2020,HRC,4671.1,2881,0,47.7,2590
2021,HRC,4999.1,3007.2,0,42,2590
2017,HLT,14308,9112,0,20,7011
2018,HLT,13995,8906,0,18,7011
2019,HLT,14957,9452,0,23,7011
2020,HLT,16755,4307,0,16,7011
2021,HLT,15441,5788,0,-9,7011
2017,HTHIY,95165.754,88216.705,21877.863,0,9997
2018,HTHIY,86876.81600000001,85559.458,21081.927,0,9997
2019,HTHIY,92284.91,81478.296,21214.539,0,9997
2020,HTHIY,107166.622,78924.327,21931.393,0,9997
2021,HTHIY,114361.635,84527.56,22585.759,0,9997
2017,DINO,10692.154,14251.299,0,20.436,2911
2018,DINO,10994.601,17714.666,0,22.405,2911
2019,DINO,12164.841,17486.578,0,33.721,2911
2020,DINO,11506.864,11183.643,0,45.879,2911
2021,DINO,12916.613,18389.142,0,48.857,2911
2017,PNK,3950.228,2561.848,0,3.8,7990
2017,HD,44529,100904,0,202,5211
2018,HD,44003,108203,0,211,5211
2019,HD,51236,110225,0,213,5211
2020,HD,70581,132110,0,267,5211
2021,HD,71876,151157,0,278,5211
2017,HOFD,607.947,114.508,0,0,6552
2018,HOFD,594.008,140.571,0,0,6552
2017,HNI,1391.55,2175.882,0,31.161,2522
2018,HNI,1401.844,2257.895,0,28.587,2522
2019,HNI,1452.512,2246.947,0,28.408,2522
2020,HNI,1418.032,1955.363,0,26.811,2522
2021,HNI,1497.897,2184.408,0,24.958,2522
2017,HMC,182195.519,144643.56,14840.038,0,3711
2018,HMC,184275.838,143389.525,14753.395,0,3711
2019,HMC,190158.011,138760.884,14921.159,0,3711
2020,HMC,198197.239,119080.194,13297.65,0,3711
2021,HMC,197415.559,119839.414,12371.757,0,3711
2017,HPHWQ,40.2,56.158,0,.1,8090
2017,HRL,6975.908,9167.519,0,61.949,2011
2018,HRL,8142.292,9545.700000000001,0,48.615,2011
2019,HRL,8109.004,9497.316999999999,0,51.77,2011
2020,HRL,9908.281999999999,9608.462,0,52.658,2011
2021,HRL,12696.329,11386.189,0,52.78,2011
2017,CNP,22736,9614,0,0,4931
2018,CNP,27009,10589,0,0,4931
2019,CNP,35439,12301,0,0,4931
2020,CNP,33471,7418,0,0,4931
2021,CNP,37679,8352,0,0,4931
2017,HOV,1900.898,2451.665,0,6.8,1531
2018,HOV,1662.042,1991.233,0,7,1531
2019,HOV,1881.424,2016.916,0,7.3,1531
2020,HOV,1827.342,2343.901,0,7.4,1531
2021,HOV,2320.508,2782.857,0,7,1531
2017,UBA,996.713,125.973,0,.208,6798
2017,UBA,996.713,144.707,0,.208,6798
2018,UBA,1008.233,137.787,0,.22,6798
2018,UBA,1008.233,137.787,0,.22,6798
2019,UBA,1072.304,139.613,0,.224,6798
2019,UBA,1072.304,139.229,0,.224,6798
2020,UBA,1010.179,124.213,0,.253,6798
2020,UBA,1010.179,130.002,0,.253,6798
2021,UBA,973.852,140.158,0,.267,6798
2021,UBA,973.852,152.022,0,.267,6798
2017,HUBB,3720.6,3668.8,0,41.1,3640
2018,HUBB,4872.1,4481.7,0,37.9,3640
2019,HUBB,4903,4591,0,38.9,3640
2020,HUBB,5085.1,4186,0,36.1,3640
2021,HUBB,5281.5,4194.1,0,22.8,3640
2017,HBAYF,12234,14349,0,0,5311
2018,HBAYF,9776,9376,0,0,5311
2017,JBHT,4465.349,7189.568,1608.378,16.7,4213
2018,JBHT,5091.647,8614.874,1926.213,19.7,4213
2019,JBHT,5470.854,9165.258,2167.851,20.8,4213
2020,JBHT,5928.348,9636.573,2347.716,24.5,4213
2021,JBHT,6794.348,12168.302,2761.68,28.1,4213
2017,HBAN,104185,4740,1524,32,6020
2017,HBAN,104185,4740,1524,32,6020
2018,HBAN,108781,5270,1559,46,6020
2018,HBAN,108781,5270,1559,46,6020
2019,HBAN,109002,5640,1654,53,6020
2019,HBAN,109002,5640,1654,53,6020
2020,HBAN,123038,5233,1692,48,6020
2020,HBAN,123038,5233,1692,48,6020
2021,HBAN,174064,6074,2157,72,6020
2021,HBAN,174064,6074,2157,72,6020
2017,HURC,281.645,243.667,0,1.1,3823
2018,HURC,315.407,300.671,0,1.2,3823
2019,HURC,301.065,263.377,0,1.4,3823
2020,HURC,295.655,170.627,0,1.3,3823
2021,HURC,332.935,235.195,0,1.2,3823
2017,HBP,245.9,753.2,0,2.4,5031
2018,HBP,278,839.6,0,2.5,5031
2019,HBP,301.5,812,0,2.6,5031
2020,HBP,252.6,792.3,0,1.4,5031
2021,HBP,309.8,937.8,0,1.9,5031
2017,4300A,60501.718,10759.767,0,26.364,4911
2018,4300A,56421.413,10328.06,0,66.68899999999999,4911
2019,4300A,60570.985,10809.997,0,-144.945,4911
2020,4300A,62435.801,10492.024,0,30.101,4911
2021,4300A,65352.415,11479.228,0,-90.089,4911
2017,IEC,52.447,96.455,0,0,3672
2018,IEC,90.44799999999999,116.922,0,0,3672
2019,IEC,110.832,156.981,0,0,3672
2020,IEC,122.964,182.714,0,0,3672
2017,BBX,1606.665,830.265,0,5.7,6035
2017,BBX,1606.665,830.072,0,5.7,6035
2018,BBX,1705.02,961.787,0,5.6,6035
2018,BBX,1705.02,961.855,0,5.6,6035
2019,BBX,1790.971,984.776,0,6.2,6035
2019,BBX,1790.971,984.851,0,6.2,6035
2017,ITT,3700.2,2585.3,0,28.8,3561
2018,ITT,3846.8,2745.1,0,22.3,3561
2019,ITT,4107.7,2846.4,0,22.6,3561
2020,ITT,4277.6,2477.8,0,156.1,3561
2021,ITT,3565.4,2765,0,15.3,3561
2017,RYN,2858.481,819.596,0,1.544,6798
2017,RYN,2858.481,826.223,0,1.544,6798
2018,RYN,2780.666,816.138,0,1.46,6798
2018,RYN,2780.666,821.604,0,1.46,6798
2019,RYN,2860.996,715.272,0,2.439,6798
2019,RYN,2860.996,711.556,0,2.439,6798
2020,RYN,3728.733,859.311,0,2.163,6798
2020,RYN,3728.733,859.154,0,2.163,6798
2021,RYN,3636.356,1109.597,0,1.936,6798
2021,RYN,3636.356,1109.856,0,1.936,6798
2017,IDA,6045.405,1349.486,0,34.798,4911
2018,IDA,6382.754,1370.752,0,34.45,4911
2019,IDA,6641.201,1346.383,0,33.818,4911
2020,IDA,7095.244,1350.729,0,35.691,4911
2021,IDA,7210.515,1458.084,0,36.494,4911
2017,ITW,16780,14314,0,138,3560
2018,ITW,14870,14768,0,131,3560
2019,ITW,15068,14109,0,117,3560
2020,ITW,15612,12574,0,136,3560
2021,ITW,16077,14455,0,133,3560
2017,TLGTQ,189.986,67.251,0,.311,2834
2018,TLGTQ,190.892,65.86499999999999,0,.358,2834
2019,TLGTQ,206.905,65.896,0,.369,2834
2020,TLGTQ,87.788,45.309,0,.425,2834
2017,IMMU,162.573,3.091,0,.104,2835
2018,IMMU,664.173,2.156,0,.12,2835
2019,IMMU,671.722,.295,0,1.9,2835
2017,IMO,41601,27452,0,348,2911
2018,IMO,41456,33297,0,359,2911
2019,IMO,42187,32194,0,395,2911
2020,IMO,38031,20548,0,436,2911
2021,IMO,40782,35580,0,375,2911
2017,AEP2,9772,2121.2,0,18.8,4911
2018,AEP2,10222.6,2370.7,0,14.7,4911
2019,AEP2,11237.4,2306.7,0,14.6,4911
2020,AEP2,11638.3,2241.8,0,19.6,4911
2021,AEP2,12408.2,2326.7,0,22.5,4911
2017,VVC,6239.3,2657.3,0,64.40000000000001,4923
2017,IEHC,19.353,23.473,0,.151,3678
2018,IEHC,26.085,28.406,0,.065,3678
2019,IEHC,28.921,32.155,0,.051,3678
2017,TT,18173.3,14197.6,0,279.7,3585
2018,TT,17914.9,15668.2,0,289.6,3585
2019,TT,20492.3,16598.9,0,325.3,3585
2020,TT,18156.7,12454.7,0,193.6,3585
2021,TT,18059.8,14136.4,0,204.6,3585
2017,RYI,1711.9,3364.7,0,7.6,5051
2018,RYI,2086.3,4408.4,0,11.4,5051
2019,RYI,2021.5,4501.6,0,21.2,5051
2020,RYI,1802.1,3466.6,0,78.5,5051
2021,RYI,2365.6,5675.3,0,115.9,5051
2017,WGEI,,,0,0,5063
2018,WGEI,,,0,0,5063
2019,WGEI,0,0,0,0,5063
2020,WGEI,0,0,0,0,5063
2021,WGEI,.005,0,0,0,5063
2017,AEGN,1107.099,1355.119,0,7.3,1623
2018,AEGN,992.417,1333.568,0,6.8,1623
2019,AEGN,995.513,1213.935,0,6,1623
2020,AEGN,901.447,807.764,0,3.3,1623
2017,GFF,1873.541,1524.997,0,6.721,3420
2018,GFF,2084.89,1977.918,0,4.617,3420
2019,GFF,2074.939,2209.289,0,8.640000000000001,3420
2020,GFF,2456.017,2407.522,0,10.397,3420
2021,GFF,2604.685,2270.626,0,7.669,3420
2017,IDTI,1310.531,842.764,0,2.5,3674
2017,INTC,123249,62761,0,589,3674
2018,INTC,127963,70848,0,372,3674
2019,INTC,136524,71965,0,379,3674
2020,INTC,153091,77867,0,398,3674
2021,INTC,168406,79024,0,444,3674
2017,CCRD,21.779,9.302,0,.037,7372
2018,CCRD,29.304,20.1,0,.038,7372
2019,CCRD,44.24,34.303,0,.041,7372
2020,CCRD,57.025,35.873,0,.046,7372
2021,CCRD,58.148,48.248,0,.058,7372
2017,INRD,6.543,9.859,0,.124,3679
2018,INRD,6.932,11.489,0,.125,3679
2019,INRD,7.135,10.008,0,.124,3679
2020,INRD,7.028,9.007999999999999,0,.138,3679
2021,INRD,7.272,11.353,0,.127,3679
2017,ICB,,,0,0,6726
2017,ITDN,.148,0,0,0,9995
2018,ITDN,.125,0,0,0,9995
2019,ITDN,.1,0,0,0,9995
2020,ITDN,.079,0,0,0,9995
2021,ITDN,.052,0,0,0,9995
2017,TILE,800.6,996.443,0,6.564,2273
2018,TILE,1284.644,1179.573,0,6.458,2273
2019,TILE,1423.049,1343.029,0,7.134,2273
2020,TILE,1306.011,1103.262,0,8.103,2273
2021,TILE,1330.057,1200.398,0,9.593,2273
2017,IBM,125356,79139,0,2614,7370
2018,IBM,123382,79591,0,2867,7370
2019,IBM,152186,77147,0,1854,7370
2020,IBM,155971,73620,0,2413,7370
2021,IBM,132001,57350,0,2430,7370
2017,IFF,4598.926,3398.719,0,8.673,2860
2018,IFF,12889.395,3977.539,0,12.042,2860
2019,IFF,13287.411,5140.084,0,24.69,2860
2020,IFF,13555.671,5084.239,0,28.528,2860
2021,IFF,39658,11656,0,69,2860
2017,NAV,6135,8570,0,150,3711
2018,NAV,7230,10250,0,105,3711
2019,NAV,6917,11251,0,267,3711
2020,NAV,6637,7503,0,96,3711
2017,IDCC,1854.42,532.938,0,1.7,6794
2018,IDCC,1626.558,307.404,0,1.5,6794
2019,IDCC,1612.082,324.424,0,1.3,6794
2020,IDCC,1616.275,358.991,0,1.3,6794
2021,IDCC,1628.156,425.409,0,4.7,6794
2017,IP,33903,21743,0,839,2631
2018,IP,33576,23306,0,761,2631
2019,IP,33471,22376,0,271,2631
2020,IP,31718,20580,0,191,2631
2021,IP,25243,19363,0,64,2631
2017,ISCA,2208.192,671.433,0,1.8,7948
2018,ISCA,2249.36,673.236,0,1.9,7948
2017,ENB,162093,44378,0,207,4924
2018,ENB,166905,46378,0,134,4924
2019,ENB,163269,50069,0,132,4924
2020,ENB,160276,39087,0,78,4924
2021,ENB,168864,47071,0,75,4924
2017,IPG,12695.2,7882.4,5077.7,108.1,7311
2018,IPG,15620.3,9714.4,5298.3,108.1,7311
2019,IPG,17751.9,10221.3,5568.8,121.2,7311
2020,IPG,18042.7,9061,5345,105.6,7311
2021,IPG,19909.2,10240.7,5975.4,122.9,7311
2017,IVC,1066.033,966.497,0,2.981,3842
2018,IVC,885.855,972.347,0,2.87,3842
2019,IVC,852.126,927.9640000000001,0,2.373,3842
2020,IVC,945.981,850.689,0,1.54,3842
2021,IVC,909.5309999999999,872.457,0,1.974,3842
2017,AES4,4740.561,1349.588,0,9.913,4911
2018,AES4,4862.053,1450.505,0,13.116,4911
2019,AES4,4928.669,1481.643,0,23.418,4911
2020,AES4,4969.919,1352.985,0,9.263999999999999,4911
2021,AES4,5239.767,1426.132,0,-2.272,4911
2017,ISRL,108.797,62.69,0,0,1311
2018,ISRL,111.614,79.36,0,0,1311
2017,AXE,4252.2,7927.4,0,23.7,5065
2018,AXE,4653.1,8400.200000000001,0,18.1,5065
2019,AXE,4808.9,8845.6,0,20.8,5065
2017,J,7380.859,10040.314,0,123.839,7370
2018,J,12645.795,14984.646,0,158.504,7370
2019,J,11462.711,12737.868,0,88.833,7370
2020,J,12354.353,13566.975,0,65.17700000000001,7370
2021,J,14632.609,14092.632,0,115.584,7370
2017,EME,3965.904,7686.999,0,214.772,1731
2018,EME,4088.807,8130.631,0,227.947,1731
2019,EME,4830.358,9174.611000000001,0,258.916,1731
2020,EME,5063.84,8797.061,0,249.749,1731
2021,EME,5441.446,9903.58,0,273.314,1731
2017,SRL,317.126,218.93,0,0,6211
2018,SRL,371.491,102.417,0,0,6211
2019,SRL,388.075,87.327,0,0,6211
2020,SRL,509.125,59.432,0,0,6211
2021,SRL,509.966,71.291,0,0,6211
2017,LUK2,39705.691,4005.477,1829.096,6.459,6211
2017,LUK2,39705.691,4005.477,1829.096,6.459,6211
2018,LUK2,41168.773,4429.632,1736.264,6.147,6211
2018,LUK2,41168.773,4429.632,1736.264,6.147,6211
2019,LUK2,43516.115,4584.532,1684.054,7.117,6211
2019,LUK2,43516.115,4584.532,1684.054,7.117,6211
2020,LUK2,47751.997,6152.306,2792.575,7.222,6211
2020,LUK2,47751.997,6152.306,2792.575,7.222,6211
2021,LUK2,54768.9,7963.287,3373.629,7.064,6211
2021,LUK2,54768.9,7963.287,3373.629,7.064,6211
2017,GPU3,7412,1827,0,6,4911
2018,GPU3,7612,1864,0,20,4911
2019,GPU3,7964,1837,0,27,4911
2020,GPU3,8080,1782,0,20,4911
2021,GPU3,8416,1816,0,-49,4911
2017,JNJ,157303,76450,0,808,2834
2018,JNJ,152954,81581,0,1165,2834
2019,JNJ,157728,82059,0,828,2834
2020,JNJ,174894,82584,0,1033,2834
2021,JNJ,182018,93775,0,879,2834
2017,JCI,51884,30172,0,-356,3585
2018,JCI,48797,31400,0,113,3585
2019,JCI,42287,23968,0,767,3585
2020,JCI,40815,22317,0,293,3585
2021,JCI,41890,23674,0,-322,3585
2017,KLAC,5532.173,3480.014,0,21.953,3827
2018,KLAC,5619.356,4036.701,0,22.758,3827
2019,KLAC,9008.516,4568.904,0,24.544,3827
2020,KLAC,9279.959999999999,5806.424,0,31.251,3827
2021,KLAC,10271.124,6918.734,0,33.488,3827
2017,SHLDQ,7262,16702,0,657,5311
2017,KMI,79055,13705,0,86,4923
2018,KMI,78866,14144,0,83,4923
2019,KMI,74157,13209,0,124,4923
2020,KMI,71973,11700,0,40,4923
2021,KMI,70416,16610,0,25,4923
2017,PNRG,246.765,89.137,0,.374,1311
2018,PNRG,255.052,117.902,0,.338,1311
2019,PNRG,229.365,104.74,0,.412,1311
2020,PNRG,200.484,58.239,0,.341,1311
2021,PNRG,210.914,79.584,0,.305,1311
2017,KAMN,1455.452,1805.909,0,14.338,3720
2018,KAMN,1460.313,1875.425,0,5.87,3720
2019,KAMN,1418.943,761.6079999999999,0,11.804,3720
2020,KAMN,1306.393,784.4589999999999,0,-4.316,3720
2021,KAMN,1198.482,708.9930000000001,0,-18.828,3720
2017,KCLI,4530.67,467.42,0,-2.141,6311
2017,KCLI,4530.67,450.702,0,-2.141,6311
2018,KCLI,4971.486,478.577,0,-3.275,6311
2018,KCLI,4971.486,461.032,0,-3.275,6311
2019,KCLI,5219.865,512.693,0,-1.6,6311
2019,KCLI,5219.865,530.397,0,-1.6,6311
2020,KCLI,5463.012,541.5890000000001,0,-3.113,6311
2020,KCLI,5463.012,523.91,0,-3.113,6311
2021,KCLI,5433.43,523.191,0,-4.366,6311
2021,KCLI,5433.43,505.812,0,-4.366,6311
2017,GXP,12457.9,2708.2,0,110.3,4911
2017,KSU,9198.700000000001,2582.9,493.8,0,4011
2018,KSU,9469.799999999999,2714,495.7,0,4011
2019,KSU,9786.799999999999,2866,529.1,0,4011
2020,KSU,9964,2632.6,476.5,0,4011
2021,KSU,10428.1,2947.3,522,0,4011
2017,EVRG,11624.368,2571.003,0,79.71599999999999,4931
2018,EVRG,25598.1,4348.1,0,114.7,4931
2019,EVRG,25975.9,5147.8,0,186.3,4931
2020,EVRG,27114.8,4913.4,0,176.5,4931
2021,EVRG,28520.5,5586.7,0,196.6,4931
2017,K,16350,12923,0,-214,2040
2018,K,17780,13547,0,203,2040
2019,K,17564,13578,0,156,2040
2020,K,17996,13770,0,73,2040
2021,K,18178,14181,0,-124,2040
2017,KELYA,2378.2,5374.4,0,9,7363
2018,KELYA,2314.4,5513.9,0,10,7363
2019,KELYA,2480.6,5355.6,0,9.4,7363
2020,KELYA,2561.9,4516,0,3.8,7363
2021,KELYA,2894.2,4909.7,0,10.5,7363
2017,KENS,,,0,0,7372
2018,KENS,,,0,0,7372
2019,KENS,.012,0,0,0,7372
2020,KENS,.002,0,0,0,7372
2021,KENS,300.044,0,0,0,7372
2017,KMT,2415.496,2058.368,0,-.49,3540
2018,KMT,2925.737,2367.853,0,3.082,3540
2019,KMT,2656.269,2375.234,0,2.834,3540
2020,KMT,3037.591,1885.305,0,.492,3540
2021,KMT,2665.761,1841.441,0,.964,3540
2017,AEP4,2305.893,642.789,0,4.197,4911
2018,AEP4,2412.431,642.071,0,3.203,4911
2019,AEP4,2572.499,619.457,0,2.251,4911
2020,AEP4,2679.59,549.923,0,3.42,4911
2021,AEP4,2840.649,646.383,0,3.975,4911
2017,KEQU,84.358,158.05,0,1.853,3821
2018,KEQU,87.223,146.55,0,1.586,3821
2019,KEQU,83.929,147.54,0,1.428,3821
2020,KEQU,89.384,147.469,0,2.15,3821
2021,KEQU,118.773,168.872,0,.612,3821
2017,KTCC,232.84,467.797,0,.6,3670
2018,KTCC,246.528,446.322,0,.8,3670
2019,KTCC,238.31,464.044,0,.9,3670
2020,KTCC,304.861,449.48,0,.8,3670
2021,KTCC,361.846,518.698,0,.9,3670
2017,KBAL,313.747,669.934,0,6.4,2520
2018,KBAL,330.168,685.6,0,5.9,2520
2019,KBAL,364.666,768.0700000000001,0,7.3,2520
2020,KBAL,386.267,727.859,0,4.9,2520
2021,KBAL,444.595,569.008,0,0,2520
2017,KMB,15151,18259,0,197,2621
2018,KMB,14518,18486,0,294,2621
2019,KMB,15283,18450,0,214,2621
2020,KMB,17523,19140,0,211,2621
2021,KMB,17837,19440,0,206,2621
2017,KEX,5127.427,2214.418,0,29.078,4400
2018,KEX,5871.594,2970.697,0,27.476,4400
2019,KEX,6079.097,2838.399,0,31.186,4400
2020,KEX,5924.174,2171.408,0,28.807,4400
2021,KEX,5399.063,2246.66,0,27.307,4400
2017,KMTUY,31756.478,23550.913,0,54.849,3531
2018,KMTUY,32833.726,24594.419,0,54.653,3531
2019,KMTUY,33955.421,22721.326,0,62.861,3531
2020,KMTUY,34220.337,19796.298,0,73.868,3531
2021,KMTUY,35801.235,23076.738,0,23.601,3531
2017,KOSS,23.424,24.054,0,.462,3651
2018,KOSS,19.676,23.515,0,.423,3651
2019,KOSS,23.235,21.842,0,.318,3651
2020,KOSS,22.58,18.312,0,.289,3651
2021,KOSS,26.324,19.546,0,.181,3651
2017,KR,37197,122662,0,2764,5411
2018,KR,38118,121162,0,882,5411
2019,KR,45256,122286,0,773,5411
2020,KR,48662,132498,0,913,5411
2021,KR,49086,137888,0,1469,5411
2017,KUBTY,25325.495,15542.95,0,86.476,3523
2018,KUBTY,26392.129,16864.502,0,0,3523
2019,KUBTY,28886.34,17667.209,0,0,3523
2020,KUBTY,30558.441,17756.762,0,0,3523
2021,KUBTY,32774.783,19079.989,0,0,3523
2017,KLIC,1171.107,809.0410000000001,0,0,3559
2018,KLIC,1185.74,889.121,0,0,3559
2019,KLIC,1079.616,540.052,0,0,3559
2020,KLIC,1054.566,623.176,0,0,3559
2021,KLIC,1601.631,1517.664,0,0,3559
2017,KYOCY,29727.656,14849.708,3723.493,86.06399999999999,3674
2018,KYOCY,26789.507,14653.447,3842.587,117.609,3674
2019,KYOCY,30205.404,14860.751,4.128,119.087,3674
2020,KYOCY,31585.93,13805.317,3859.692,119.266,3674
2021,KYOCY,32258.129,15143.397,4000.767,104.262,3674
2017,LYTS,256.68,331.392,0,2.373,3640
2018,LYTS,229.517,342.023,0,1.195,3640
2019,LYTS,201.1,328.852,0,1.333,3640
2020,LYTS,172.263,305.558,0,1.3,3640
2021,LYTS,286.821,315.612,0,1.4,3640
2017,LXU,1189.182,427.504,0,0,2810
2018,LXU,1148.333,378.16,0,.243,2810
2019,LXU,1088.489,365.07,0,.997,2810
2020,LXU,1053.302,351.316,0,1.022,2810
2021,LXU,1132.84,556.239,0,.986,2810
2017,XCRA,438.613,390.771,0,1.2,3825
2017,LZB,892.967,1583.947,0,13.005,2510
2018,LZB,1059.79,1745.401,0,48.494,2510
2019,LZB,1434.889,1703.982,0,11.214,2510
2020,LZB,1786.322,1734.244,0,11.926,2510
2021,LZB,1932.089,2356.811,0,14.18,2510
2017,SR,6546.7,1740.7,0,48.2,4924
2018,SR,6843.6,1965,0,88.8,4924
2019,SR,7619.2,1952.4,0,72.8,4924
2020,SR,8241.200000000001,1855.4,0,73.8,4924
2021,SR,9356.4,2235.5,0,76.90000000000001,4924
2017,LRCX,12122.765,8013.62,0,15.2,3559
2018,LRCX,12479.478,11076.998,0,21.4,3559
2019,LRCX,12001.333,9653.558999999999,0,24.1,3559
2020,LRCX,14559.047,10044.736,0,23.6,3559
2021,LRCX,15892.152,14626.15,0,26.9,3559
2017,LANC,716.405,1201.842,0,3.374,2030
2018,LANC,804.491,1222.925,0,1.294,2030
2019,LANC,905.399,1307.787,0,2.438,2030
2020,LANC,993.353,1334.388,0,4.013,2030
2021,LANC,1101.285,1467.067,0,5.92,2030
2017,LNCE,3618.337,2226.837,0,14.4,2052
2017,DSGR,190.667,305.907,0,4.042,5072
2018,DSGR,197.142,349.637,0,4,5072
2019,DSGR,204.429,370.785,0,4.4,5072
2020,DSGR,256.304,351.591,0,3.3,5072
2021,DSGR,256.157,417.733,0,4,5072
2017,LEE,620.85,566.943,209.692,5.062,2711
2018,LEE,575.4109999999999,543.955,196.334,4.42,2711
2019,LEE,555.202,509.854,182.869,3.538,2711
2020,LEE,864.057,618.004,243.023,3.371,2711
2021,LEE,843.551,794.649,330.896,-1.375,2711
2017,LEG,3550.8,3943.8,0,28.3,2510
2018,LEG,3382,4269.5,0,8.9,2510
2019,LEG,4816.4,4752.5,0,18,2510
2020,LEG,4754,4280.2,0,15.7,2510
2021,LEG,5307.3,5072.6,0,15.1,2510
2017,LM,8152.534,3165.733,1508.798,37.889,6282
2017,LM,8152.534,3140.322,1508.798,37.889,6282
2018,LM,7794.122,2903.259,1398.969,38.457,6282
2018,LM,7794.122,2945.993,1398.969,38.457,6282
2019,LM,8006.12,2937.369,1436.919,37.289,6282
2019,LM,8006.12,2922.125,1436.919,37.289,6282
2017,LEN,18745.034,12646.365,0,17.2,1531
2018,LEN,28566.181,20571.631,0,25.3,1531
2019,LEN,29359.511,22259.561,0,24.5,1531
2020,LEN,29935.177,22488.854,0,27.3,1531
